uid,i,signo,condicion,metricas_no_recuperadas,articulo_no_identificado,tipo,pmids,motivo_y_siguiente_paso
PMID:25769269:923,923,Respiración rápida según la edad (criterio OMS),Neumonía,vpp;vpn,False,hallazgo,25769269,Sin valor predictivo observado recuperado para esta población
PMID:25769269:924,924,Tiraje de la pared torácica inferior (tiraje subcostal),Neumonía,vpp;vpn,False,hallazgo,25769269,Sin valor predictivo observado recuperado para esta población
PMID:25769269:925,925,Quejido espiratorio,Neumonía,sn;sp;ln;vpp;vpn,False,hallazgo,25769269,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:25769269:926,926,Aleteo nasal,Neumonía,sn;sp;ln;vpp;vpn,False,hallazgo,25769269,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:25769269:927,927,Ausencia de tos,Neumonía,sn;sp;lp;vpp;vpn,False,hallazgo,25769269,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:32792409:928,928,Taquipnea según la edad,Neumonía radiológica de punto final primario,vpp;vpn,False,hallazgo,32792409,Sin valor predictivo observado recuperado para esta población
PMID:32792409:929,929,Saturación de oxígeno menor de 90%,Neumonía radiológica de punto final primario,vpp;vpn,False,hallazgo,32792409,Sin valor predictivo observado recuperado para esta población
PMID:39239917:930,930,Ultrasonido pulmonar a la cabecera,Neumonía adquirida en la comunidad,vpp;vpn,False,hallazgo,39239917,Sin valor predictivo observado recuperado para esta población
PMID:19307026:931,931,Otomicroscopia realizada por el especialista,Derrame del oído medio,vpp;vpn,False,hallazgo,19307026,Sin valor predictivo observado recuperado para esta población
PMID:22048053:932,932,Exantema escarlatiniforme,Faringitis estreptocócica,sn;sp;ln;vpp;vpn,False,hallazgo,22048053,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:22048053:933,933,Petequias en el paladar,Faringitis estreptocócica,sn;sp;ln;vpp;vpn,False,hallazgo,22048053,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:22048053:934,934,Exudado faríngeo o amigdalino,Faringitis estreptocócica,sn;sp;ln;vpp;vpn,False,hallazgo,22048053,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:22048053:935,935,Adenopatías cervicales anteriores dolorosas,Faringitis estreptocócica,sn;sp;ln;vpp;vpn,False,hallazgo,22048053,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:22048053:936,936,Vómito,Faringitis estreptocócica,sn;sp;ln;vpp;vpn,False,hallazgo,22048053,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:27374000:937,937,Prueba rápida de detección de antígeno estreptocócico,Faringitis por estreptococo del grupo A,vpp;vpn,False,hallazgo,27374000,Sin valor predictivo observado recuperado para esta población
PMID:20974781:938,938,Aspecto tóxico o moribundo,Meningitis bacteriana,sn;sp;ln;vpp;vpn,False,hallazgo,20974781,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20974781:939,939,Signos meníngeos (cualquiera),Meningitis bacteriana,sn;sp;vpp;vpn,False,hallazgo,20974781,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20974781:940,940,Rigidez de nuca,Meningitis bacteriana,sn;sp;ln;vpp;vpn,False,hallazgo,20974781,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20974781:941,941,Fontanela anterior abombada,Meningitis bacteriana,sn;sp;ln;vpp;vpn,False,hallazgo,20974781,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20974781:942,942,Signo de Kernig,Meningitis bacteriana,sn;sp;ln;vpp;vpn,False,hallazgo,20974781,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20974781:943,943,Signo de Brudzinski,Meningitis bacteriana,sn;sp;ln;vpp;vpn,False,hallazgo,20974781,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:22914116:944,944,Rigidez de nuca,Meningitis bacteriana,vpp;vpn,False,hallazgo,22914116,Sin valor predictivo observado recuperado para esta población
PMID:22914116:945,945,Signo de Brudzinski,Meningitis bacteriana,vpp;vpn,False,hallazgo,22914116,Sin valor predictivo observado recuperado para esta población
PMID:22914116:946,946,Signo de Kernig,Meningitis bacteriana,vpp;vpn,False,hallazgo,22914116,Sin valor predictivo observado recuperado para esta población
PMID:22764093:947,947,Puntaje de meningitis bacteriana (Bacterial Meningitis Score),Meningitis bacteriana,vpp;vpn,False,hallazgo,22764093,Sin valor predictivo observado recuperado para esta población
PMID:15187057:948,948,Llenado capilar prolongado,Deshidratación del 5% o mayor,vpp;vpn,False,hallazgo,15187057,Sin valor predictivo observado recuperado para esta población
PMID:15187057:949,949,Turgencia cutánea disminuida (signo del pliegue),Deshidratación del 5% o mayor,vpp;vpn,False,hallazgo,15187057,Sin valor predictivo observado recuperado para esta población
PMID:15187057:950,950,Patrón respiratorio anormal (respiración profunda o acidótica),Deshidratación del 5% o mayor,vpp;vpn,False,hallazgo,15187057,Sin valor predictivo observado recuperado para esta población
PMID:9113963:951,951,Presencia de tres o más signos clínicos de deshidratación,Deshidratación del 5% o mayor,vpp;vpn,False,hallazgo,9113963,Sin valor predictivo observado recuperado para esta población
PMID:25641247:952,952,Escala clínica de deshidratación combinada con el puntaje de Gorelick de 4 ítems,Deshidratación clínicamente significativa,sn;sp;vpp;vpn,False,hallazgo,25641247,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:25641247:953,953,Juicio clínico no estructurado del médico sobre la deshidratación,Deshidratación clínicamente significativa,sn;sp;vpp;vpn,False,hallazgo,25641247,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:21902838:954,954,Escala de deshidratación de la OMS,Deshidratación grave,vpp;vpn,False,hallazgo,21902838,Sin valor predictivo observado recuperado para esta población
PMID:40268061:955,955,Escala global de gravedad respiratoria (GRSS),Bronquiolitis grave,vpp;vpn,False,hallazgo,40268061,Sin valor predictivo observado recuperado para esta población
PMID:18191685:956,956,Algoritmo de siete signos de alarma en el neonato de 0 a 6 días,Enfermedad grave que requiere hospitalización en el menor de 2 meses,vpp;vpn,False,hallazgo,18191685,Sin valor predictivo observado recuperado para esta población
PMID:18191685:957,957,Algoritmo de siete signos de alarma en el lactante de 7 a 59 días,Enfermedad grave que requiere hospitalización en el menor de 2 meses,vpp;vpn,False,hallazgo,18191685,Sin valor predictivo observado recuperado para esta población
PMID:28264830:961,961,Regla ABCD de la dermatoscopia (puntaje total > 4.75),Melanoma maligno cutáneo,vpp;vpn,False,hallazgo,28264830,Sin valor predictivo observado recuperado para esta población
PMID:28264830:962,962,Lista de 7 puntos dermatoscópica (umbral ≥ 1),Melanoma maligno cutáneo,vpp;vpn,False,hallazgo,28264830,Sin valor predictivo observado recuperado para esta población
PMID:30521684:963,963,"Inspección visual del lunar sospechoso, cara a cara (paciente con pocas pruebas previas)",Melanoma invasor cutáneo y variantes melanocíticas intraepidérmicas atípicas,vpp;vpn,False,hallazgo,30521684,Sin valor predictivo observado recuperado para esta población
PMID:30521684:964,964,"Inspección visual del lunar sospechoso, cara a cara (lesión ya seleccionada para escisión)",Melanoma invasor cutáneo y variantes melanocíticas intraepidérmicas atípicas,vpp;vpn,False,hallazgo,30521684,Sin valor predictivo observado recuperado para esta población
PMID:30521682:965,965,"Dermatoscopia añadida a la inspección visual, evaluada en persona (sensibilidad a especificidad fija de 80%)",Melanoma invasor cutáneo y variantes melanocíticas intraepidérmicas atípicas,vpp;vpn,False,hallazgo,30521682,Sin valor predictivo observado recuperado para esta población
PMID:30521682:966,966,"Inspección visual sola, sin dermatoscopio, evaluada en persona (sensibilidad a especificidad fija de 80%)",Melanoma invasor cutáneo y variantes melanocíticas intraepidérmicas atípicas,vpp;vpn,False,hallazgo,30521682,Sin valor predictivo observado recuperado para esta población
PMID:26351008:967,967,Regla ABCD dermatoscópica aplicada a la cabecera en la práctica real,Melanoma maligno cutáneo,vpp;vpn,False,hallazgo,26351008,Sin valor predictivo observado recuperado para esta población
PMID:26351008:968,968,Impresión diagnóstica clínica preliminar del dermatólogo (juicio global),Melanoma maligno cutáneo,vpp;vpn,False,hallazgo,26351008,Sin valor predictivo observado recuperado para esta población
PMID:16103330:969,969,"Método de Menzies en dermatoscopia, aplicado por médicos no expertos",Melanoma maligno cutáneo,vpp;vpn,False,hallazgo,16103330,Sin valor predictivo observado recuperado para esta población
PMID:28196213:971,971,Análisis comparativo intrapaciente con el signo del patito feo,Melanoma maligno cutáneo,vpp;vpn,False,hallazgo,28196213,Sin valor predictivo observado recuperado para esta población
PMID:31747045:972,972,Dermatoscopia en el melanoma amelánico o hipomelánico,Melanoma amelánico o hipomelánico,vpp;vpn,False,hallazgo,31747045,Sin valor predictivo observado recuperado para esta población
PMID:31811677:973,973,Dermatoscopia en el lentigo maligno,Lentigo maligno,vpp;vpn,False,hallazgo,31811677,Sin valor predictivo observado recuperado para esta población
PMID:21175752:974,974,Patrón de crestas paralelas en dermatoscopia de piel acral,Melanoma acral temprano,vpp;vpn,False,hallazgo,21175752,Sin valor predictivo observado recuperado para esta población
PMID:39369689:976,976,Lista de verificación BRAAFF para lesiones acrales,Melanoma acral,vpp;vpn,False,hallazgo,39369689,Sin valor predictivo observado recuperado para esta población
PMID:30003987:977,977,"Modelo predictivo ALT-70 (asimetría, leucocitosis, taquicardia, edad ≥ 70 años)",Celulitis de extremidad inferior (frente a pseudocelulitis),sp;lp;ln;vpp,False,hallazgo,30003987,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:28951240:980,980,Diferencia térmica ≥ 0.47 °C entre piel afectada y piel sana contralateral,Celulitis (frente a pseudocelulitis),vpp;vpn,False,hallazgo,28951240,Sin valor predictivo observado recuperado para esta población
PMID:29672405:982,982,Bulas hemorrágicas,Infección necrosante de tejidos blandos,vpp;vpn,False,hallazgo,29672405,Sin valor predictivo observado recuperado para esta población
PMID:29672405:983,983,Fiebre,Infección necrosante de tejidos blandos,vpp;vpn,False,hallazgo,29672405,Sin valor predictivo observado recuperado para esta población
PMID:29672405:984,984,Hipotensión arterial,Infección necrosante de tejidos blandos,vpp;vpn,False,hallazgo,29672405,Sin valor predictivo observado recuperado para esta población
PMID:29672405:985,985,Puntaje LRINEC ≥ 6,Infección necrosante de tejidos blandos,vpp;vpn,False,hallazgo,29672405,Sin valor predictivo observado recuperado para esta población
PMID:29672405:986,986,Puntaje LRINEC ≥ 8,Infección necrosante de tejidos blandos,vpp;vpn,False,hallazgo,29672405,Sin valor predictivo observado recuperado para esta población
PMID:19095111:987,987,"Presencia de al menos un signo duro (hipotensión, crepitación, necrosis cutánea, bulas o gas en la radiografía)",Infección necrosante de tejidos blandos,sp;lp;ln;vpp;vpn,False,hallazgo,19095111,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:10989895:988,988,Modelo de Wall: leucocitos > 15.4 × 10⁹/L o sodio sérico < 135 mmol/L al ingreso,Fascitis necrosante,vpp;vpn,False,hallazgo,10989895,Sin valor predictivo observado recuperado para esta población
PMID:33412771:989,989,Dermatoscopia de la lesión (signo del ala delta y surco acarino),Escabiosis,vpp;vpn,False,hallazgo,33412771,Sin valor predictivo observado recuperado para esta población
PMID:36874720:990,990,Dermatoscopia de la lesión (estimación agrupada),Escabiosis,vpp;vpn,False,hallazgo,36874720,Sin valor predictivo observado recuperado para esta población
PMID:27168425:991,991,Videodermatoscopia a magnificación intermedia (20× a 70×),Escabiosis,vpp;vpn,False,hallazgo,27168425,Sin valor predictivo observado recuperado para esta población
PMID:40117604:992,992,Trayecto serpiginoso (surco acarino) en dermatoscopia de piel oscura,Escabiosis,vpp;vpn,False,hallazgo,40117604,Sin valor predictivo observado recuperado para esta población
PMID:40117604:993,993,Signo delta (triángulo oscuro del ácaro) en dermatoscopia de piel oscura,Escabiosis,vpp;vpn,False,hallazgo,40117604,Sin valor predictivo observado recuperado para esta población
PMID:39289823:994,994,Onicoscopia (dermatoscopia de la uña),Onicomicosis,vpp;vpn,False,hallazgo,39289823,Sin valor predictivo observado recuperado para esta población
PMID:31450272:995,995,Cultivo micológico de la uña (referencia tradicional),Onicomicosis,vpp;vpn,False,hallazgo,31450272,Sin valor predictivo observado recuperado para esta población
PMID:33630407:996,996,Escala de Braden para riesgo de úlcera por presión,Úlcera (lesión) por presión,vpp;vpn,False,hallazgo,33630407,Sin valor predictivo observado recuperado para esta población
PMID:31985893:997,997,Escala de Braden en terapia intensiva,Úlcera por presión en el paciente crítico,vpp;vpn,False,hallazgo,31985893,Sin valor predictivo observado recuperado para esta población
PMID:31216569:998,998,Escala de Braden Q en terapia intensiva pediátrica,Úlcera por presión pediátrica,vpp;vpn,False,hallazgo,31216569,Sin valor predictivo observado recuperado para esta población
PMID:19053912:999,999,Signo de Nikolsky en mucosa gingival,Enfermedad ampollosa autoinmunitaria oral,vpp;vpn,False,hallazgo,19053912,Sin valor predictivo observado recuperado para esta población
PMID:37507320:1000,1000,Signo de Nikolsky positivo en úlceras orales crónicas,Pénfigo vulgar oral,vpp;vpn,False,hallazgo,37507320,Sin valor predictivo observado recuperado para esta población
PMID:40129299:1001,1001,Citodiagnóstico de Tzanck (células acantolíticas),Pénfigo,vpp;vpn,False,hallazgo,40129299,Sin valor predictivo observado recuperado para esta población
PMID:41223901:1002,1002,Signo de Hutchinson (vesículas en la punta o el ala de la nariz),Afección ocular en el herpes zóster oftálmico,vpp;vpn,False,hallazgo,41223901,Sin valor predictivo observado recuperado para esta población
PMID:32081383:1003,1003,Ultrasonido en el punto de atención (POCUS) de la zona indurada,Absceso de piel y tejidos blandos (frente a celulitis),vpp;vpn,False,hallazgo,32081383,Sin valor predictivo observado recuperado para esta población
PMID:27369321:1004,1004,Prueba de contacto óseo con estilete romo (probe-to-bone),Osteomielitis del pie diabético,vpp;vpn,False,hallazgo,27369321,Sin valor predictivo observado recuperado para esta población
PMID:2754158:1005,1005,Prueba del dibujo del reloj anormal,Demencia y delirium,vpp;vpn,False,hallazgo,2754158,Sin valor predictivo observado recuperado para esta población
PMID:8790257:1006,1006,Mini-Mental ≤23 puntos (umbral tradicional),Demencia y delirium,vpp;vpn,False,hallazgo,8790257,Sin valor predictivo observado recuperado para esta población
PMID:15618841:1007,1007,Lóbulo hepático izquierdo palpable en epigastrio,Cirrosis en el paciente con hepatopatía crónica,vpp;vpn,False,hallazgo,15618841,Sin valor predictivo observado recuperado para esta población
PMID:10460203:1008,1008,"Palidez en al menos uno de tres sitios (conjuntiva, palma o lecho ungueal)",Anemia grave (hemoglobina <7 g/dL),vpp;vpn,False,hallazgo,10460203,Sin valor predictivo observado recuperado para esta población
PMID:2297289:1009,1009,Palidez facial,Hematocrito <40%,vpp;vpn,False,hallazgo,2297289,Sin valor predictivo observado recuperado para esta población
PMID:2297289:1010,1010,Palidez de los pliegues palmares,Hematocrito <40%,vpp;vpn,False,hallazgo,2297289,Sin valor predictivo observado recuperado para esta población
PMID:10460203:1011,1011,"Palidez en al menos uno de tres sitios (conjuntiva, palma o lecho ungueal)",Anemia grave (hemoglobina <7 g/dL),vpp;vpn,False,hallazgo,10460203,Sin valor predictivo observado recuperado para esta población
PMID:10460203:1012,1012,"Ausencia de palidez en conjuntiva, palma y lecho ungueal",Anemia grave (hemoglobina <7 g/dL),vpp;vpn,False,hallazgo,10460203,Sin valor predictivo observado recuperado para esta población
PMID:16913989:1013,1013,Turgencia cutánea disminuida en la región subclavicular,Hipernatremia,vpp;vpn,False,hallazgo,16913989,Sin valor predictivo observado recuperado para esta población
PMID:2926976:1014,1014,Fuerza de prensión de la mano disminuida,Desnutrición proteico-energética y complicaciones quirúrgicas mayores,vpp;vpn,False,hallazgo,2926976,Sin valor predictivo observado recuperado para esta población
PMID:7994860:1015,1015,Amplitud variable del pulso arterial,Taquicardia ventricular con disociación auriculoventricular,vpp;vpn,False,hallazgo,7994860,Sin valor predictivo observado recuperado para esta población
PMID:12014534:1016,1016,Pulso caótico (irregularmente irregular),Fibrilación auricular,vpp;vpn,False,hallazgo,12014534,Sin valor predictivo observado recuperado para esta población
PMID:8410395:1017,1017,Frecuencia respiratoria >27/min como predictor de paro cardiorrespiratorio en el paciente hospitalizado,Taquipnea,vpp;vpn,False,hallazgo,8410395,Sin valor predictivo observado recuperado para esta población
PMID:17392034:1018,1018,Saturación de oxígeno <96% para detectar síndrome hepatopulmonar en hepatopatía crónica,Saturación de oxígeno por oximetría de pulso,vpp;vpn,False,hallazgo,17392034,Sin valor predictivo observado recuperado para esta población
PMID:3068972:1019,1019,Prueba de la voz susurrada anormal (el paciente no repite lo susurrado),Hipoacusia,vpp;vpn,False,hallazgo,3068972,Sin valor predictivo observado recuperado para esta población
PMID:12171846:1020,1020,Signo de Hoover (retracción paradójica del reborde costal inferior durante la inspiración),Enfermedad pulmonar obstructiva crónica (EPOC),vpp;vpn,False,hallazgo,12171846,Sin valor predictivo observado recuperado para esta población
PMID:20214691:1021,1021,Escala de Ginebra revisada: 0 a 3 puntos (probabilidad baja),Tromboembolia pulmonar,vpp;vpn,False,hallazgo,20214691,Sin valor predictivo observado recuperado para esta población
PMID:7994860:1022,1022,Intensidad variable del primer ruido cardiaco (S1) (para detectar disociación auriculoventricular),Primer y segundo ruidos cardiacos,vpp;vpn,False,hallazgo,7994860,Sin valor predictivo observado recuperado para esta población
PMID:15135714:1023,1023,"Tercer ruido cardiaco (S3, galope ventricular) (para detectar péptido natriurético tipo B [BNP] elevado)",Tercer y cuarto ruidos cardiacos,vpp;vpn,False,hallazgo,15135714,Sin valor predictivo observado recuperado para esta población
PMID:10856408:1024,1024,Soplo sistólico característico de comunicación interventricular (para detectar comunicación interventricular),Soplos y valvulopatías,sp;lp;ln;vpp;vpn,False,hallazgo,10856408,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:10856408:1025,1025,Soplo sistólico característico de prolapso de la válvula mitral (para detectar prolapso valvular mitral),Soplos y valvulopatías,sp;lp;ln;vpp;vpn,False,hallazgo,10856408,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:3963660:1026,1026,Soplo diastólico característico de insuficiencia aórtica (para detectar insuficiencia aórtica leve o mayor),Soplos y valvulopatías,vpp;vpn,False,hallazgo,3963660,Sin valor predictivo observado recuperado para esta población
PMID:3963660:1027,1027,Soplo diastólico característico de insuficiencia aórtica (para detectar insuficiencia aórtica moderada a grave),Soplos y valvulopatías,vpp;vpn,False,hallazgo,3963660,Sin valor predictivo observado recuperado para esta población
PMID:2897627:1028,1028,Soplo que aumenta durante la fase de esfuerzo de Valsalva (detección de miocardiopatía hipertrófica),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627,Sin valor predictivo observado recuperado para esta población
PMID:2897627:1029,1029,Soplo que aumenta con el apretón de manos isométrico (detección de insuficiencia mitral o comunicación interventricular),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627,Sin valor predictivo observado recuperado para esta población
PMID:20920693:1030,1030,Ascenso carotídeo retardado (pulso parvus et tardus),Estenosis aórtica leve o mayor (velocidad pico ≥2.5 m/s),sn;sp;ln;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20920693:1031,1031,Soplo de timbre zumbante o musical,Estenosis aórtica leve o mayor (velocidad pico ≥2.5 m/s),sn;sp;ln;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:8409071:1032,1032,Prueba abdominoyugular positiva (reflujo abdominoyugular),Insuficiencia cardiaca congestiva: presiones de llenado izquierdas elevadas,vpp;vpn,False,hallazgo,8409071,Sin valor predictivo observado recuperado para esta población
PMID:2313224:1034,1034,Sexo masculino,Infarto agudo de miocardio,vpp;vpn,False,hallazgo,2313224,Sin valor predictivo observado recuperado para esta población
PMID:2313224:1035,1035,Edad de 60 años o más,Infarto agudo de miocardio,vpp;vpn,False,hallazgo,2313224,Sin valor predictivo observado recuperado para esta población
PMID:3049966:1036,1036,Flancos abombados,Ascitis,sn;sp;lp;vpp;vpn,False,hallazgo,3049966,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:3049966:1037,1037,Edema,Ascitis,sn;sp;lp;vpp;vpn,False,hallazgo,3049966,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:3049966:1038,1038,Matidez cambiante (matidez desplazable),Ascitis,sn;sp;ln;vpp;vpn,False,hallazgo,3049966,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:3049966:1039,1039,Onda ascítica (signo de la oleada),Ascitis,sn;sp;ln;vpp;vpn,False,hallazgo,3049966,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:8780468:1040,1040,Signo de Murphy (interrupción de la inspiración por dolor),Colecistitis aguda en el paciente con dolor a la palpación del hipocondrio derecho,sp;lp;ln;vpn,False,hallazgo,8780468,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:8994152:1041,1041,Heridas o úlceras en el pie,Enfermedad arterial periférica,sn;lp;ln;vpp;vpn,False,hallazgo,8994152,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:9250264:1042,1042,Tiempo de llenado venoso >20 segundos,Enfermedad arterial periférica,vpp;vpn,False,hallazgo,9250264,Sin valor predictivo observado recuperado para esta población
PMID:15069148:1043,1043,Dolor a la palpación de la articulación acromioclavicular,Dolor de hombro: hallazgos individuales,sp;lp;ln;vpp;vpn,False,hallazgo,15069148,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:15069148:1044,1044,Dolor con la compresión acromioclavicular de Paxinos,Dolor de origen acromioclavicular,vpp;vpn,False,hallazgo,15069148,Sin valor predictivo observado recuperado para esta población
PMID:11641706:1052,1052,Desgarro palpable del manguito rotador,Dolor de hombro: hallazgos individuales,vpp;vpn,False,hallazgo,11641706,Sin valor predictivo observado recuperado para esta población
PMID:3340785:1054,1054,Signo del cajón anterior (lesión del ligamento cruzado anterior),Lesiones ligamentarias y meniscales de la rodilla,vpp;vpn,False,hallazgo,3340785,Sin valor predictivo observado recuperado para esta población
PMID:3340785:1055,1055,Signo de Lachman (lesión del ligamento cruzado anterior),Lesiones ligamentarias y meniscales de la rodilla,vpp;vpn,False,hallazgo,3340785,Sin valor predictivo observado recuperado para esta población
PMID:7778700:1056,1056,Dolor a la palpación de la interlínea articular (lesión meniscal),Lesiones ligamentarias y meniscales de la rodilla,vpp;vpn,False,hallazgo,7778700,Sin valor predictivo observado recuperado para esta población
PMID:9548106:1057,1057,Regla de Ottawa para tobillo,Fractura de tobillo y de mediopié,vpp;vpn,False,hallazgo,9548106,Sin valor predictivo observado recuperado para esta población
PMID:1449405:1058,1058,Prueba de deglución de agua,Broncoaspiración tras evento vascular cerebral,vpp;vpn,False,hallazgo,1449405,Sin valor predictivo observado recuperado para esta población
PMID:12463489:1059,1059,Pronación y descenso del brazo extendido (maniobra de Barré),Enfermedad hemisférica cerebral unilateral,vpp;vpn,False,hallazgo,12463489,Sin valor predictivo observado recuperado para esta población
PMID:12463489:1060,1060,Prueba de golpeteo rápido de los dedos,Enfermedad hemisférica cerebral unilateral,vpp;vpn,False,hallazgo,12463489,Sin valor predictivo observado recuperado para esta población
PMID:12463489:1061,1061,Hiperreflexia osteotendinosa,Enfermedad hemisférica cerebral unilateral,vpp;vpn,False,hallazgo,12463489,Sin valor predictivo observado recuperado para esta población
PMID:15799149:1062,1062,Prueba de Spurling (compresión foraminal cervical),Radiculopatía cervical en pacientes con dolor de cuello y brazo,vpp;vpn,False,hallazgo,15799149,Sin valor predictivo observado recuperado para esta población
PMID:9431262:1063,1063,Signo de Tinel,Síndrome del túnel del carpo,sp;lp;ln;vpp;vpn,False,hallazgo,9431262,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:19328695:1064,1064,Signo de Phalen,Síndrome del túnel del carpo,vpp;vpn,False,hallazgo,19328695,Sin valor predictivo observado recuperado para esta población
PMID:9431262:1065,1065,Índice de muñeca cuadrada,Síndrome del túnel del carpo,sp;lp;ln;vpp;vpn,False,hallazgo,9431262,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:15100625:1066,1066,Signo de la sacudida de la mano (flick sign),Síndrome del túnel del carpo,vpp;vpn,False,hallazgo,15100625,Sin valor predictivo observado recuperado para esta población
PMID:18344397:1067,1067,Desviación ocular oblicua (skew deviation),Evento vascular cerebral isquémico en vértigo agudo,vpp;vpn,False,hallazgo,18344397,Sin valor predictivo observado recuperado para esta población
PMID:19762709:1068,1068,"HINTS: al menos 1 de 3 (impulso cefálico normal, nistagmo que cambia de dirección o desviación ocular oblicua)",Evento vascular cerebral isquémico en vértigo agudo,vpp;vpn,False,hallazgo,19762709,Sin valor predictivo observado recuperado para esta población
PMID:14511167:1069,1069,Mini-Cog ≤2 puntos,Demencia y delirium,vpp;vpn,False,hallazgo,14511167,Sin valor predictivo observado recuperado para esta población
PMID:9529722:1070,1070,Palidez del lecho ungueal,Anemia,sp;lp;ln;vpp;vpn,False,hallazgo,9529722,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:27070544:1071,1071,Palidez conjuntival,Anemia,vpp;vpn,False,hallazgo,27070544,Sin valor predictivo observado recuperado para esta población
PMID:20049324:1072,1072,Palidez lingual intensa (categoría ordinal),Anemia grave (hemoglobina <7 g/dL),sn;sp;ln;vpp;vpn,False,ordinal,20049324,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:7819896:1073,1073,Adenopatía epitroclear,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,7819896,Sin valor predictivo observado recuperado para esta población
PMID:10770147:1074,1074,Altura laríngea máxima de 4 cm o menos,Enfermedad pulmonar obstructiva crónica (EPOC),sn;sp;vpp;vpn,False,hallazgo,10770147,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:19155458:1075,1075,Matidez a la percusión convencional,Derrame pleural,sn;sp;ln;vpp;vpn,False,hallazgo,19155458,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:8441078:1077,1077,Signo de percusión esplénica (percusión del espacio intercostal más bajo de la línea axilar anterior izquierda),Esplenomegalia (longitud ecográfica ≥13 cm),ln;vpp;vpn,False,hallazgo,8441078,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
